batting_average,batting_strike_rate,ducks,fifties,highest_score,hundreds,innings_batted,last_played_year,matches_played,not_outs,player,playing_span,runs,start_year,team_name
0.0,57.14,0,0,8,0,5,2021,14,5,Mustafizur Rahman,,8,2021,Rajasthan Royals
1.0,33.33,0,0,1,0,2,2015,6,1,DJ Muthuswami,,1,2015,Delhi Daredevils
2.66,41.02,5,0,6,0,19,2018,61,7,S Nadeem,,32,2011,Delhi Daredevils
1.0,33.33,0,0,1,0,2,2018,7,1,Mustafizur Rahman,,1,2018,Mumbai Indians
23.33,177.21,2,1,62,0,7,2024,7,1,Naman Dhir,,140,2024,Mumbai Indians
3.6,66.66,2,0,12,0,5,2023,6,0,Mandeep Singh,,18,2010,Kolkata Knight Riders
0.0,100.0,0,0,2,0,1,2009,1,1,Mashrafe Mortaza,,2,2009,Kolkata Knight Riders
39.95,132.74,1,20,115,1,69,2017,71,7,SE Marsh,,2477,2008,Kings XI Punjab
6.33,90.47,1,0,9,0,4,2013,5,1,AD Mascarenhas,,19,2012,Kings XI Punjab
8.0,114.28,1,0,14,0,3,2022,7,1,J Suchith,,16,2021,Sunrisers Hyderabad
4.0,53.33,1,0,8,0,2,2016,3,0,AP Tare,,8,2016,Sunrisers Hyderabad
28.77,159.24,8,12,78,0,50,2024,52,6,GJ Maxwell,,1266,2021,Royal Challengers Bangalore
22.91,133.41,0,4,73,0,25,2022,28,2,KK Nair,,527,2014,Rajasthan Royals
7.0,116.66,1,0,12,0,3,2010,5,1,S Narwal,,14,2010,Rajasthan Royals
20.35,110.03,2,0,44,0,20,2012,26,6,Y Nagar,,285,2009,Delhi Daredevils
0.0,0.0,0,0,,0,0,2022,1,0,KL Nagarkoti,,0,2022,Delhi Daredevils
0.0,0.0,1,0,0,0,1,2009,3,0,C Nanda,,0,2009,Mumbai Indians
15.0,93.75,0,0,15,0,1,2009,1,0,GR Napier,,15,2009,Mumbai Indians
31.12,126.39,1,1,65,0,12,2010,15,4,AD Mathews,,249,2009,Kolkata Knight Riders
1.0,50.0,1,0,1,0,2,2010,7,1,BAW Mendis,,1,2008,Kolkata Knight Riders
24.41,158.77,9,6,95,0,62,2020,65,9,GJ Maxwell,,1294,2014,Kings XI Punjab
0.0,0.0,0,0,0,0,1,2021,5,1,RP Meredith,,0,2021,Kings XI Punjab
10.0,58.82,0,0,10,0,1,2013,1,0,X Thalaivan Sargunam,,10,2013,Sunrisers Hyderabad
29.34,144.48,3,5,76,0,33,2024,33,4,RA Tripathi,,851,2022,Sunrisers Hyderabad
2.66,72.72,1,0,6,0,3,2017,5,0,TS Mills,,8,2017,Royal Challengers Bangalore
3.5,58.33,0,0,5,0,3,2017,5,1,AF Milne,,7,2016,Royal Challengers Bangalore
14.33,91.48,0,0,23,0,4,2014,5,1,AM Nayar,,43,2014,Rajasthan Royals
15.5,114.81,0,0,17,0,2,2022,2,0,JDS Neesham,,31,2022,Rajasthan Royals
27.73,121.98,1,4,83,0,25,2017,28,2,KK Nair,,638,2016,Delhi Daredevils
4.0,30.76,0,0,3,0,2,2010,22,1,DP Nannes,,4,2009,Delhi Daredevils
24.05,134.01,0,0,45,0,24,2010,30,5,AM Nayar,,457,2008,Mumbai Indians
9.14,77.1,0,0,16,0,8,2008,8,1,Mohammad Hafeez,,64,2008,Kolkata Knight Riders
34.25,138.78,1,9,101,1,77,2019,79,23,DA Miller,,1850,2012,Kings XI Punjab
5.33,72.72,2,0,9,0,9,2021,42,6,Mohammed Shami,,16,2019,Kings XI Punjab
11.5,143.75,2,0,19,0,6,2024,26,4,Umran Malik,,23,2021,Sunrisers Hyderabad
8.0,92.3,0,0,8,0,5,2024,11,2,JD Unadkat,,24,2024,Sunrisers Hyderabad
16.71,144.44,2,0,47,0,8,2008,8,1,Misbah-ul-Haq,,117,2008,Royal Challengers Bangalore
6.8,130.76,1,0,11,0,8,2013,16,3,A Mithun,,34,2009,Royal Challengers Bangalore
28.68,127.03,3,4,94,0,22,2010,22,3,NV Ojha,,545,2009,Rajasthan Royals
0.0,0.0,1,0,0,0,1,2011,2,0,JDP Oram,,0,2011,Rajasthan Royals
14.0,91.3,0,0,22,0,3,2014,4,0,JDS Neesham,,42,2014,Delhi Daredevils
23.25,105.68,0,0,19,0,10,2016,17,6,P Negi,,93,2012,Delhi Daredevils
0.0,0.0,2,0,0,0,2,2021,3,0,JDS Neesham,,0,2021,Mumbai Indians
5.0,50.0,0,0,5,0,1,2013,3,0,Mohammed Shami,,5,2013,Kolkata Knight Riders
23.69,124.68,5,3,68,0,52,2021,57,10,EJG Morgan,,995,2011,Kolkata Knight Riders
0.0,50.0,0,0,1,0,1,2023,1,1,Mohit Rathee,,1,2023,Kings XI Punjab
16.25,104.83,0,0,26,0,4,2017,4,0,EJG Morgan,,65,2017,Kings XI Punjab
23.66,112.69,0,0,27,0,5,2014,7,2,Y Venugopal Rao,,71,2014,Sunrisers Hyderabad
15.55,89.45,0,0,46,0,21,2015,22,3,GH Vihari,,280,2013,Sunrisers Hyderabad
10.9,91.59,2,0,14,0,25,2024,87,15,Mohammed Siraj,,109,2018,Royal Challengers Bangalore
23.59,125.88,1,3,54,0,28,2023,28,1,D Padikkal,,637,2022,Rajasthan Royals
0.0,62.5,0,0,4,0,2,2012,12,2,Pankaj Singh,,5,2008,Rajasthan Royals
5.0,86.2,3,0,22,0,8,2013,27,3,A Nehra,,25,2009,Delhi Daredevils
8.16,100.0,2,0,23,0,15,2024,46,9,A Nortje,,49,2020,Delhi Daredevils
3.0,23.07,1,0,2,0,4,2008,14,3,A Nehra,,3,2008,Mumbai Indians
0.0,128.57,0,0,4,0,5,2016,29,5,M Morkel,,9,2014,Kolkata Knight Riders
10.0,100.0,0,0,16,0,3,2016,4,0,C Munro,,30,2016,Kolkata Knight Riders
9.33,74.66,0,0,25,0,8,2009,12,2,WA Mota,,56,2008,Kings XI Punjab
3.66,78.57,2,0,10,0,6,2020,18,3,Mujeeb Ur Rahman,,11,2018,Kings XI Punjab
7.5,57.69,0,0,11,0,2,2021,3,0,Virat Singh,,15,2021,Sunrisers Hyderabad
69.0,146.8,0,1,69,0,1,2023,3,0,Vivrant Sharma,,69,2023,Sunrisers Hyderabad
11.66,116.66,0,0,17,0,4,2010,6,1,EJG Morgan,,35,2010,Royal Challengers Bangalore
15.0,109.75,0,0,16,0,5,2014,7,2,JA Morkel,,45,2014,Royal Challengers Bangalore
24.43,135.13,3,6,84,0,58,2024,70,10,R Parag,,1173,2019,Rajasthan Royals
16.34,106.51,2,1,64,0,33,2018,35,7,NV Ojha,,425,2011,Delhi Daredevils
17.77,109.58,2,1,50,0,9,2023,10,0,MK Pandey,,160,2023,Delhi Daredevils
0.0,0.0,1,0,0,0,1,2008,1,0,A Nel,,0,2008,Mumbai Indians
2.5,38.46,1,0,3,0,9,2015,38,5,PP Ojha,,10,2012,Mumbai Indians
5.5,66.66,2,0,8,0,7,2021,11,3,KL Nagarkoti,,22,2020,Kolkata Knight Riders
4.0,42.1,0,0,7,0,2,2020,2,0,NS Naik,,8,2019,Kolkata Knight Riders
11.5,74.19,0,0,22,0,2,2016,2,0,NS Naik,,23,2016,Kings XI Punjab
0.0,140.0,0,0,7,0,1,2024,3,1,V Viyaskanth,,7,2024,Sunrisers Hyderabad
49.55,142.59,3,40,126,2,95,2021,95,14,DA Warner,,4014,2014,Sunrisers Hyderabad
8.5,161.9,1,0,25,0,5,2020,9,1,CH Morris,,34,2020,Royal Challengers Bangalore
19.0,90.47,0,0,19,0,1,2013,1,0,A Mukund,,19,2013,Royal Challengers Bangalore
9.25,115.62,3,0,23,0,9,2010,30,5,MM Patel,,37,2008,Rajasthan Royals
35.31,148.93,4,18,128,1,110,2024,111,17,RR Pant,,3284,2016,Delhi Daredevils
2.0,100.0,0,0,2,0,2,2014,8,1,WD Parnell,,2,2014,Delhi Daredevils
0.0,0.0,0,0,,0,0,2013,1,0,JDP Oram,,0,2013,Mumbai Indians
17.04,165.83,16,7,109,1,110,2024,177,20,SP Narine,,1534,2012,Kolkata Knight Riders
21.46,133.6,1,2,54,0,16,2020,18,1,KK Nair,,322,2018,Kings XI Punjab
0.0,0.0,0,0,,0,0,2017,6,0,T Natarajan,,0,2017,Kings XI Punjab
13.41,123.84,1,0,40,0,14,2024,18,2,Washington Sundar,,161,2022,Sunrisers Hyderabad
3.0,66.66,1,0,6,0,2,2014,21,0,M Muralidaran,,6,2012,Royal Challengers Bangalore
4.5,75.0,1,0,9,0,2,2013,2,0,KK Nair,,9,2013,Royal Challengers Bangalore
30.25,101.68,0,1,57,0,6,2009,9,2,NK Patel,,121,2008,Rajasthan Royals
26.6,161.24,1,6,100,1,42,2010,43,4,YK Pathan,,1011,2008,Rajasthan Royals
23.58,134.11,3,3,66,0,62,2024,82,21,AR Patel,,967,2019,Delhi Daredevils
20.25,137.28,1,0,36,0,6,2020,12,2,HV Patel,,81,2018,Delhi Daredevils
1.5,33.33,1,0,3,0,2,2008,3,0,MK Pandey,,3,2008,Mumbai Indians
23.0,153.33,0,0,23,0,1,2013,2,0,S Narwal,,23,2013,Kolkata Knight Riders
32.0,125.43,3,6,94,0,53,2024,56,12,MK Pandey,,1312,2014,Kolkata Knight Riders
10.6,91.37,2,0,24,0,13,2012,14,3,AM Nayar,,106,2011,Kings XI Punjab
17.41,109.42,2,1,52,0,13,2013,13,1,CL White,,209,2013,Sunrisers Hyderabad
36.22,126.03,2,18,89,0,75,2022,76,17,KS Williamson,,2101,2015,Sunrisers Hyderabad
0.0,0.0,0,0,,0,0,2011,2,0,DP Nannes,,0,2011,Royal Challengers Bangalore
9.8,84.48,1,0,20,0,5,2011,5,0,AG Paunikar,,49,2010,Rajasthan Royals
16.0,109.58,0,0,23,0,7,2023,9,2,RV Patel,,80,2021,Delhi Daredevils
25.63,152.43,6,4,91,0,98,2024,106,32,HH Pandya,,1692,2015,Mumbai Indians
0.0,0.0,0,0,,0,0,2010,1,0,MB Parmar,,0,2010,Kolkata Knight Riders
9.5,105.55,0,0,10,0,3,2020,5,1,JDS Neesham,,19,2020,Kings XI Punjab
27.11,137.07,1,2,70,0,21,2017,22,3,Yuvraj Singh,,488,2016,Sunrisers Hyderabad
11.14,121.87,3,0,35,0,16,2019,21,2,P Negi,,156,2017,Royal Challengers Bangalore
7.0,107.69,1,0,14,0,2,2013,2,0,MDKJ Perera,,14,2013,Rajasthan Royals
20.34,112.5,2,0,44,0,37,2013,46,14,IK Pathan,,468,2011,Delhi Daredevils
22.86,138.54,2,1,86,0,72,2021,84,22,KH Pandya,,1143,2016,Mumbai Indians
31.55,138.27,7,7,72,0,91,2017,106,31,YK Pathan,,1893,2011,Kolkata Knight Riders
0.0,0.0,0,0,,0,0,2013,1,0,MG Neser,,0,2013,Kings XI Punjab
3.0,50.0,0,0,3,0,1,2011,2,0,R Ninan,,3,2011,Royal Challengers Bangalore
13.0,78.78,0,0,14,0,3,2021,3,1,GD Phillips,,26,2021,Rajasthan Royals
3.6,75.0,2,0,7,0,6,2019,8,1,KMA Paul,,18,2019,Delhi Daredevils
2.0,25.0,1,0,1,0,5,2013,31,4,MM Patel,,2,2011,Mumbai Indians
23.35,131.83,5,5,81,0,40,2017,40,1,PA Patel,,911,2015,Mumbai Indians
9.75,73.58,2,0,20,0,4,2008,4,0,RT Ponting,,39,2008,Kolkata Knight Riders
19.05,126.56,4,0,44,0,51,2018,68,15,AR Patel,,686,2014,Kings XI Punjab
4.33,68.42,2,0,12,0,4,2024,14,1,HV Patel,,13,2024,Kings XI Punjab
9.0,90.0,0,0,9,0,1,2008,1,0,AA Noffke,,9,2008,Royal Challengers Bangalore
31.57,125.03,2,6,101,1,29,2021,29,1,D Padikkal,,884,2020,Royal Challengers Bangalore
17.16,151.47,0,0,27,0,7,2024,10,1,R Powell,,103,2024,Rajasthan Royals
39.93,136.13,1,2,103,1,19,2014,19,4,KP Pietersen,,599,2012,Delhi Daredevils
1.0,33.33,1,0,1,0,2,2018,7,1,LE Plunkett,,1,2018,Delhi Daredevils
15.0,115.38,0,0,11,0,2,2020,10,1,JL Pattinson,,15,2020,Mumbai Indians
0.0,0.0,0,0,,0,0,2008,1,0,RV Pawar,,0,2008,Mumbai Indians
1.5,25.0,2,0,2,0,7,2021,34,5,M Prasidh Krishna,,3,2018,Kolkata Knight Riders
0.0,0.0,0,0,0,0,1,2019,2,1,Y Prithvi Raj,,0,2019,Kolkata Knight Riders
25.12,131.08,1,1,60,0,35,2010,42,11,IK Pathan,,603,2008,Kings XI Punjab
6.0,80.0,0,0,9,0,2,2015,2,0,NLTC Perera,,12,2015,Kings XI Punjab
29.78,121.22,2,0,114,1,17,2010,18,3,MK Pandey,,417,2009,Royal Challengers Bangalore
1.0,50.0,1,0,1,0,3,2010,5,1,Pankaj Singh,,2,2009,Royal Challengers Bangalore
6.0,50.0,0,0,4,0,3,2022,17,2,M Prasidh Krishna,,6,2022,Rajasthan Royals
14.71,100.98,0,1,51,0,7,2009,7,0,RJ Quiney,,103,2009,Rajasthan Royals
19.76,146.02,2,1,67,0,15,2023,17,2,R Powell,,257,2022,Delhi Daredevils
13.8,102.98,3,0,44,0,18,2021,50,8,K Rabada,,138,2017,Delhi Daredevils
4.0,44.44,1,0,4,0,2,2012,2,1,NLTC Perera,,4,2012,Mumbai Indians
30.5,106.08,0,0,45,0,6,2010,10,2,CA Pujara,,122,2010,Kolkata Knight Riders
35.85,121.25,0,1,79,0,12,2013,12,5,LA Pomersbach,,251,2008,Kings XI Punjab
0.0,0.0,0,0,0,0,1,2012,3,1,P Parameswaran,,0,2012,Royal Challengers Bangalore
2.0,40.0,0,0,2,0,1,2023,7,0,WD Parnell,,2,2023,Royal Challengers Bangalore
34.26,122.65,5,17,105,2,93,2019,100,11,AM Rahane,,2810,2011,Rajasthan Royals
9.0,90.0,0,0,7,0,2,2020,6,1,AS Rajpoot,,9,2020,Rajasthan Royals
13.44,105.21,2,1,60,0,9,2021,11,0,AM Rahane,,121,2020,Delhi Daredevils
10.66,106.66,1,0,16,0,5,2012,5,2,RJ Peterson,,32,2012,Mumbai Indians
28.67,147.32,5,16,87,0,171,2022,189,52,KA Pollard,,3412,2010,Mumbai Indians
23.28,155.23,0,1,54,0,7,2024,10,0,A Raghuvanshi,,163,2024,Kolkata Knight Riders
19.0,103.9,0,0,44,0,7,2022,7,0,AM Rahane,,133,2022,Kolkata Knight Riders
22.44,154.98,5,2,77,0,31,2021,33,4,N Pooran,,606,2019,Kings XI Punjab
0.0,0.0,0,0,,0,0,2021,1,0,IC Porel,,0,2021,Kings XI Punjab
10.0,111.11,0,0,10,0,1,2016,4,0,Parvez Rasool,,10,2016,Royal Challengers Bangalore
7.75,124.0,6,0,31,0,32,2023,80,12,HV Patel,,155,2012,Royal Challengers Bangalore
21.55,116.16,1,0,36,0,16,2011,22,7,AS Raut,,194,2009,Rajasthan Royals
12.5,86.2,1,0,23,0,10,2009,16,6,M Rawat,,50,2008,Rajasthan Royals
7.0,93.33,0,0,10,0,4,2024,8,0,Rasikh Salam,,28,2024,Delhi Daredevils
2.0,100.0,0,0,2,0,1,2024,1,0,JA Richardson,,2,2024,Delhi Daredevils
18.37,132.43,2,0,33,0,8,2008,13,0,SM Pollock,,147,2008,Mumbai Indians
10.4,69.33,1,0,28,0,5,2013,6,0,RT Ponting,,52,2013,Mumbai Indians
22.23,133.79,2,2,81,0,13,2024,14,0,Rahmanullah Gurbaz,,289,2023,Kolkata Knight Riders
4.0,57.14,0,0,4,0,1,2017,9,0,AS Rajpoot,,4,2016,Kolkata Knight Riders
28.0,109.8,0,0,28,0,7,2012,22,5,RR Powar,,56,2008,Kings XI Punjab
22.23,146.22,3,3,103,1,34,2024,34,0,Prabhsimran Singh,,756,2019,Kings XI Punjab
25.2,130.07,1,4,67,0,32,2019,32,3,PA Patel,,731,2014,Royal Challengers Bangalore
1.0,50.0,0,0,1,0,1,2014,7,0,KW Richardson,,1,2014,Rajasthan Royals
10.0,66.66,0,0,10,0,1,2023,3,0,JE Root,,10,2023,Rajasthan Royals
32.16,137.85,0,1,64,0,8,2013,8,2,BJ Rohrer,,193,2013,Delhi Daredevils
0.0,0.0,0,0,,0,0,2011,1,0,RW Price,,0,2011,Mumbai Indians
18.5,105.71,2,2,62,0,9,2009,10,1,AM Rahane,,148,2008,Mumbai Indians
31.25,201.61,0,0,35,0,9,2024,15,5,Ramandeep Singh,,125,2024,Kolkata Knight Riders
28.19,136.32,7,14,87,0,86,2024,90,8,N Rana,,2199,2018,Kolkata Knight Riders
25.0,100.8,0,0,40,0,6,2014,6,1,CA Pujara,,125,2014,Kings XI Punjab
7.8,169.56,2,0,14,0,7,2012,8,2,AUK Pathan,,39,2011,Royal Challengers Bangalore
34.73,158.84,1,7,112,1,24,2024,27,1,RM Patidar,,799,2021,Royal Challengers Bangalore
3.0,42.85,0,0,3,0,1,2013,4,0,Sachin Baby,,3,2013,Rajasthan Royals
2.0,100.0,0,0,2,0,1,2023,4,0,NA Saini,,2,2022,Rajasthan Royals
29.85,148.22,2,1,82,0,9,2023,9,2,RR Rossouw,,209,2023,Delhi Daredevils
20.0,111.11,0,0,11,0,5,2009,10,4,RR Raje,,20,2008,Mumbai Indians
7.0,116.66,0,0,7,0,1,2022,2,0,Rasikh Salam,,7,2022,Kolkata Knight Riders
8.66,108.33,2,0,13,0,6,2024,10,3,AS Roy,,26,2022,Kolkata Knight Riders
9.71,115.25,1,0,25,0,13,2024,30,6,K Rabada,,68,2022,Kings XI Punjab
56.62,139.76,0,23,132,2,55,2021,55,10,KL Rahul,,2548,2018,Kings XI Punjab
6.5,100.0,0,0,9,0,2,2008,2,0,DT Patil,,13,2008,Royal Challengers Bangalore
3.2,64.0,1,0,7,0,6,2021,14,1,C Sakariya,,16,2021,Rajasthan Royals
16.5,137.5,0,0,26,0,3,2008,6,1,D Salunkhe,,33,2008,Rajasthan Royals
30.0,127.65,0,1,91,0,5,2018,5,1,JJ Roy,,120,2018,Delhi Daredevils
22.5,112.5,0,0,14,0,4,2022,5,2,Ramandeep Singh,,45,2022,Mumbai Indians
35.62,151.59,0,2,61,0,8,2023,8,0,JJ Roy,,285,2023,Kolkata Knight Riders
23.08,145.02,1,1,50,0,13,2023,13,1,PBB Rajapaksa,,277,2022,Kings XI Punjab
19.5,101.29,1,0,33,0,5,2020,5,1,JR Philippe,,78,2020,Royal Challengers Bangalore
31.44,141.31,9,22,119,2,135,2024,140,16,SV Samson,,3742,2013,Rajasthan Royals
14.5,145.0,0,0,31,0,4,2013,7,0,AD Russell,,58,2012,Delhi Daredevils
31.21,128.9,0,4,70,0,15,2017,17,1,N Rana,,437,2016,Mumbai Indians
29.95,175.79,5,11,88,0,101,2024,120,20,AD Russell,,2426,2014,Kolkata Knight Riders
3.66,61.11,0,0,8,0,3,2019,12,0,AS Rajpoot,,11,2018,Kings XI Punjab
32.9,135.95,2,2,66,0,13,2010,13,3,KP Pietersen,,329,2009,Royal Challengers Bangalore
0.0,33.33,0,0,2,0,2,2024,23,2,Sandeep Sharma,,2,2023,Rajasthan Royals
14.6,135.18,0,0,28,0,7,2019,7,2,SE Rutherford,,73,2019,Delhi Daredevils
4.0,66.66,0,0,4,0,2,2023,5,1,C Sakariya,,4,2022,Delhi Daredevils
0.0,125.0,0,0,5,0,1,2019,1,1,Rasikh Salam,,5,2019,Mumbai Indians
27.09,139.9,1,1,59,0,24,2010,33,13,WP Saha,,298,2008,Kolkata Knight Riders
0.0,0.0,0,0,,0,0,2021,1,0,AU Rashid,,0,2021,Kings XI Punjab
12.75,130.76,0,0,29,0,4,2011,5,0,LA Pomersbach,,51,2011,Royal Challengers Bangalore
0.0,0.0,0,0,0,0,1,2024,12,1,KR Sen,,0,2022,Rajasthan Royals
27.25,163.9,2,2,87,0,9,2023,9,1,PD Salt,,218,2023,Delhi Daredevils
27.14,126.16,9,14,81,0,107,2017,114,18,AT Rayudu,,2416,2010,Mumbai Indians
27.57,119.87,0,1,73,0,7,2008,7,0,Salman Butt,,193,2008,Kolkata Knight Riders
39.54,182.0,1,4,89,0,12,2024,12,1,PD Salt,,435,2024,Kolkata Knight Riders
4.0,50.0,0,0,6,0,4,2021,23,2,Ravi Bishnoi,,8,2020,Kings XI Punjab
12.6,118.86,1,0,34,0,10,2024,11,0,SS Prabhudessai,,126,2022,Royal Challengers Bangalore
14.3,94.07,1,1,51,0,10,2013,14,0,CA Pujara,,143,2011,Royal Challengers Bangalore
33.18,130.82,0,3,76,0,15,2013,15,4,OA Shah,,365,2012,Rajasthan Royals
5.0,100.0,0,0,5,0,1,2011,2,0,PR Shah,,5,2011,Rajasthan Royals
0.0,0.0,0,0,,0,0,2011,7,0,AM Salvi,,0,2009,Delhi Daredevils
6.8,100.0,1,0,13,0,5,2009,5,0,L Ronchi,,34,2008,Mumbai Indians
0.0,0.0,0,0,,0,0,2021,5,0,S Sandeep Warrier,,0,2019,Kolkata Knight Riders
7.5,62.5,1,0,15,0,2,2021,3,0,JA Richardson,,15,2021,Kings XI Punjab
0.0,100.0,0,0,1,0,1,2011,1,1,NJ Rimmington,,1,2011,Kings XI Punjab
37.9,145.29,1,4,68,0,14,2016,19,3,KL Rahul,,417,2013,Royal Challengers Bangalore
10.2,102.0,3,0,23,0,7,2014,12,2,R Rampaul,,51,2013,Royal Challengers Bangalore
0.0,50.0,0,0,2,0,1,2021,1,1,T Shamsi,,2,2021,Rajasthan Royals
0.0,0.0,1,0,0,0,1,2020,3,0,DR Sams,,0,2020,Delhi Daredevils
0.0,0.0,0,0,,0,0,2019,1,0,AS Roy,,0,2019,Mumbai Indians
5.42,105.55,2,0,15,0,10,2022,11,3,DR Sams,,38,2022,Mumbai Indians
0.0,200.0,0,0,4,0,1,2013,3,1,PJ Sangwan,,4,2012,Kolkata Knight Riders
26.37,181.89,1,1,61,0,8,2024,8,0,RR Rossouw,,211,2024,Kings XI Punjab
24.33,112.3,0,0,19,0,7,2014,9,4,S Rana,,73,2014,Royal Challengers Bangalore
16.42,116.16,0,0,44,0,7,2018,7,0,DJM Short,,115,2018,Rajasthan Royals
27.08,127.25,2,3,102,1,28,2017,28,3,SV Samson,,677,2016,Delhi Daredevils
0.0,0.0,1,0,0,0,1,2018,1,0,PJ Sangwan,,0,2018,Mumbai Indians
0.0,0.0,1,0,0,0,1,2022,1,0,R Sanjay Yadav,,0,2022,Mumbai Indians
0.0,0.0,0,0,,0,0,2009,2,0,SS Sarkar,,0,2009,Kolkata Knight Riders
24.77,131.95,1,5,115,1,49,2017,57,4,WP Saha,,1115,2014,Kings XI Punjab
